feature_code,date_code,measurement,units,value,scottish_health_survey_indicator,sex,hb_name
S08000017,2015-2018,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,80,E-cigarette use: Never used,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,80,E-cigarette use: Never used,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,22,Smoking status: Current smoker,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,33,Obesity: Obese,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,67,General health questionnaire (GHQ-12): Score 0,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,28,General health questionnaire (GHQ-12): Score 1-3,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,29,General health questionnaire (GHQ-12): Score 1-3,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,26,Self-assessed general health: Fair,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,32,Overweight: Not overweight or obese,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,66,Self-assessed general health: Very good/Good,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,34,Long-term illness: Limiting long-term illness,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,29,Self-assessed general health: Fair,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,19,Alcohol consumption: Non-drinker,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,88,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,57,Long-term illness: No long-term illness,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,62,Self-assessed general health: Very good/Good,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Hazardous/Harmful drinker,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,67,Obesity: Not obese,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,10,Alcohol consumption: Hazardous/Harmful drinker,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,62,General health questionnaire (GHQ-12): Score 0,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,60,Long-term illness: No long-term illness,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,68,Obesity: Not obese,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,54,Smoking status: Never smoked/Used to smoke occasionally,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,34,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,75,Alcohol consumption: Moderate drinker,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Male,Dumfries and Galloway
S08000019,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,35,Obesity: Obese,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,71,Obesity: Not obese,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,50,Long-term illness: No long-term illness,All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,62,General health questionnaire (GHQ-12): Score 0,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,16,Summary activity levels: Very low activity,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,17,Summary activity levels: Very low activity,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,54,Long-term illness: No long-term illness,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,14,Any cardiovascular condition: Has a cardiovascular condition,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,40,Alcohol consumption: Hazardous/Harmful drinker,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,All,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,14,Any cardiovascular condition: Has a cardiovascular condition,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,34,Overweight: Not overweight or obese,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,58,Summary activity levels: Meets recommendations,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,36,Alcohol consumption: Hazardous/Harmful drinker,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,All,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,71,Obesity: Not obese,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,Male,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,67,Self-assessed general health: Very good/Good,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,65,Overweight: Overweight (including obese),Male,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,Female,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,All,Forth Valley
S08000019,2016-2019,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,Female,Forth Valley
S08000019,2015-2018,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,Male,Forth Valley
