FeatureCode,DateCode,Measurement,Units,Value,Gender,Weight Category
S08000031,2009/2010,Ratio,Percent Of P1 Children,77.78,All,Epidemiological - Healthy Weight
S08000026,2016/2017,Ratio,Percent Of P1 Children,73.52,All,Epidemiological - Healthy Weight
S08000024,2017/2018,Ratio,Percent Of P1 Children,75.15,Male,Epidemiological - Healthy Weight
S08000022,2016/2017,Ratio,Percent Of P1 Children,75.39,All,Epidemiological - Healthy Weight
S92000003,2003/2004,Ratio,Percent Of P1 Children,74.58,Male,Epidemiological - Healthy Weight
S08000030,2002/2003,Ratio,Percent Of P1 Children,75.89,Male,Epidemiological - Healthy Weight
S08000030,2007/2008,Ratio,Percent Of P1 Children,78.42,All,Epidemiological - Healthy Weight
S08000030,2003/2004,Ratio,Percent Of P1 Children,74.73,Male,Epidemiological - Healthy Weight
S08000029,2014/2015,Ratio,Percent Of P1 Children,75.69,All,Epidemiological - Healthy Weight
S08000031,2013/2014,Ratio,Percent Of P1 Children,78.09,All,Epidemiological - Healthy Weight
S08000031,2012/2013,Ratio,Percent Of P1 Children,77.97,All,Epidemiological - Healthy Weight
S08000024,2018/2019,Ratio,Percent Of P1 Children,76.58,Male,Epidemiological - Healthy Weight
S08000031,2010/2011,Ratio,Percent Of P1 Children,80.32,All,Epidemiological - Healthy Weight
S08000032,2018/2019,Ratio,Percent Of P1 Children,74.08,Male,Epidemiological - Healthy Weight
S08000030,2018/2019,Ratio,Percent Of P1 Children,75.88,Male,Epidemiological - Healthy Weight
S08000020,2009/2010,Ratio,Percent Of P1 Children,78.09,All,Epidemiological - Healthy Weight
S08000028,2003/2004,Ratio,Percent Of P1 Children,75.32,Male,Epidemiological - Healthy Weight
S08000030,2004/2005,Ratio,Percent Of P1 Children,76.56,Male,Epidemiological - Healthy Weight
S08000028,2004/2005,Ratio,Percent Of P1 Children,80,Male,Epidemiological - Healthy Weight
S08000030,2006/2007,Ratio,Percent Of P1 Children,76.32,All,Epidemiological - Healthy Weight
S08000020,2011/2012,Ratio,Percent Of P1 Children,76.54,All,Epidemiological - Healthy Weight
S08000030,2017/2018,Ratio,Percent Of P1 Children,72.29,Male,Epidemiological - Healthy Weight
S08000031,2007/2008,Ratio,Percent Of P1 Children,80.09,All,Epidemiological - Healthy Weight
S08000029,2013/2014,Ratio,Percent Of P1 Children,75.56,All,Epidemiological - Healthy Weight
S08000024,2012/2013,Ratio,Percent Of P1 Children,78.32,All,Epidemiological - Healthy Weight
S08000030,2008/2009,Ratio,Percent Of P1 Children,75.01,Male,Epidemiological - Healthy Weight
S08000030,2007/2008,Ratio,Percent Of P1 Children,76.92,Male,Epidemiological - Healthy Weight
S08000028,2006/2007,Ratio,Percent Of P1 Children,81.68,Male,Epidemiological - Healthy Weight
S08000029,2012/2013,Ratio,Percent Of P1 Children,77.26,All,Epidemiological - Healthy Weight
S08000028,2005/2006,Ratio,Percent Of P1 Children,72.73,Male,Epidemiological - Healthy Weight
S08000019,2006/2007,Ratio,Percent Of P1 Children,77.19,Male,Epidemiological - Healthy Weight
S08000031,2015/2016,Ratio,Percent Of P1 Children,77.95,All,Epidemiological - Healthy Weight
S08000029,2011/2012,Ratio,Percent Of P1 Children,77.61,All,Epidemiological - Healthy Weight
S08000022,2014/2015,Ratio,Percent Of P1 Children,75.23,All,Epidemiological - Healthy Weight
S08000030,2009/2010,Ratio,Percent Of P1 Children,76.77,Male,Epidemiological - Healthy Weight
S08000031,2014/2015,Ratio,Percent Of P1 Children,78.25,All,Epidemiological - Healthy Weight
S08000029,2015/2016,Ratio,Percent Of P1 Children,75.89,Male,Epidemiological - Healthy Weight
S08000031,2016/2017,Ratio,Percent Of P1 Children,77.23,All,Epidemiological - Healthy Weight
S08000030,2010/2011,Ratio,Percent Of P1 Children,71.88,Male,Epidemiological - Healthy Weight
S08000029,2010/2011,Ratio,Percent Of P1 Children,76.19,All,Epidemiological - Healthy Weight
S08000017,2005/2006,Ratio,Percent Of P1 Children,72.73,Male,Epidemiological - Healthy Weight
S08000024,2013/2014,Ratio,Percent Of P1 Children,77.15,All,Epidemiological - Healthy Weight
S08000029,2005/2006,Ratio,Percent Of P1 Children,69.34,Male,Epidemiological - Healthy Weight
S08000032,2007/2008,Ratio,Percent Of P1 Children,77.23,All,Epidemiological - Healthy Weight
S08000017,2006/2007,Ratio,Percent Of P1 Children,72.88,Male,Epidemiological - Healthy Weight
S08000031,2006/2007,Ratio,Percent Of P1 Children,77.01,All,Epidemiological - Healthy Weight
S08000022,2013/2014,Ratio,Percent Of P1 Children,74.92,All,Epidemiological - Healthy Weight
S08000032,2008/2009,Ratio,Percent Of P1 Children,78.82,All,Epidemiological - Healthy Weight
S08000032,2009/2010,Ratio,Percent Of P1 Children,79.17,All,Epidemiological - Healthy Weight
S08000024,2006/2007,Ratio,Percent Of P1 Children,73.12,Male,Epidemiological - Healthy Weight
S08000029,2009/2010,Ratio,Percent Of P1 Children,76.01,All,Epidemiological - Healthy Weight
S92000003,2006/2007,Ratio,Percent Of P1 Children,74.82,Male,Epidemiological - Healthy Weight
S92000003,2005/2006,Ratio,Percent Of P1 Children,73.62,Male,Epidemiological - Healthy Weight
S08000019,2005/2006,Ratio,Percent Of P1 Children,73.5,Male,Epidemiological - Healthy Weight
S08000032,2010/2011,Ratio,Percent Of P1 Children,79.15,All,Epidemiological - Healthy Weight
S08000022,2016/2017,Ratio,Percent Of P1 Children,75.07,Male,Epidemiological - Healthy Weight
S08000032,2013/2014,Ratio,Percent Of P1 Children,78.47,All,Epidemiological - Healthy Weight
S08000030,2013/2014,Ratio,Percent Of P1 Children,76.27,Male,Epidemiological - Healthy Weight
S08000020,2016/2017,Ratio,Percent Of P1 Children,75.95,Male,Epidemiological - Healthy Weight
S08000022,2012/2013,Ratio,Percent Of P1 Children,76.09,All,Epidemiological - Healthy Weight
S08000029,2008/2009,Ratio,Percent Of P1 Children,77.44,All,Epidemiological - Healthy Weight
S08000032,2011/2012,Ratio,Percent Of P1 Children,77.66,All,Epidemiological - Healthy Weight
S08000029,2007/2008,Ratio,Percent Of P1 Children,75.39,All,Epidemiological - Healthy Weight
S08000030,2015/2016,Ratio,Percent Of P1 Children,76.38,Male,Epidemiological - Healthy Weight
S08000030,2014/2015,Ratio,Percent Of P1 Children,74.49,Male,Epidemiological - Healthy Weight
S08000032,2012/2013,Ratio,Percent Of P1 Children,77.77,All,Epidemiological - Healthy Weight
S08000030,2012/2013,Ratio,Percent Of P1 Children,75.43,Male,Epidemiological - Healthy Weight
S08000030,2011/2012,Ratio,Percent Of P1 Children,76.94,Male,Epidemiological - Healthy Weight
S92000003,2015/2016,Ratio,Percent Of P1 Children,76.72,All,Epidemiological - Healthy Weight
S08000029,2014/2015,Ratio,Percent Of P1 Children,75.37,Male,Epidemiological - Healthy Weight
S08000022,2011/2012,Ratio,Percent Of P1 Children,75.62,All,Epidemiological - Healthy Weight
S08000017,2015/2016,Ratio,Percent Of P1 Children,72.13,All,Epidemiological - Healthy Weight
S08000024,2014/2015,Ratio,Percent Of P1 Children,77.59,All,Epidemiological - Healthy Weight
S08000032,2014/2015,Ratio,Percent Of P1 Children,78.15,All,Epidemiological - Healthy Weight
S08000029,2011/2012,Ratio,Percent Of P1 Children,76.26,Male,Epidemiological - Healthy Weight
S08000029,2010/2011,Ratio,Percent Of P1 Children,75.21,Male,Epidemiological - Healthy Weight
S08000029,2012/2013,Ratio,Percent Of P1 Children,76.96,Male,Epidemiological - Healthy Weight
S08000015,2016/2017,Ratio,Percent Of P1 Children,72.95,Male,Epidemiological - Healthy Weight
S08000029,2016/2017,Ratio,Percent Of P1 Children,76.01,Male,Epidemiological - Healthy Weight
S08000016,2016/2017,Ratio,Percent Of P1 Children,75,Male,Epidemiological - Healthy Weight
S08000032,2016/2017,Ratio,Percent Of P1 Children,76.8,All,Epidemiological - Healthy Weight
S08000029,2013/2014,Ratio,Percent Of P1 Children,74.74,Male,Epidemiological - Healthy Weight
S08000032,2015/2016,Ratio,Percent Of P1 Children,76.75,All,Epidemiological - Healthy Weight
S08000026,2015/2016,Ratio,Percent Of P1 Children,76.56,All,Epidemiological - Healthy Weight
S08000026,2013/2014,Ratio,Percent Of P1 Children,80.15,Male,Epidemiological - Healthy Weight
S08000019,2015/2016,Ratio,Percent Of P1 Children,76.54,All,Epidemiological - Healthy Weight
S08000026,2012/2013,Ratio,Percent Of P1 Children,76.38,Male,Epidemiological - Healthy Weight
S08000022,2009/2010,Ratio,Percent Of P1 Children,74.57,All,Epidemiological - Healthy Weight
S08000032,2005/2006,Ratio,Percent Of P1 Children,76.42,All,Epidemiological - Healthy Weight
S08000019,2007/2008,Ratio,Percent Of P1 Children,80.01,All,Epidemiological - Healthy Weight
S08000022,2010/2011,Ratio,Percent Of P1 Children,73.65,All,Epidemiological - Healthy Weight
S08000028,2014/2015,Ratio,Percent Of P1 Children,75.89,Male,Epidemiological - Healthy Weight
S08000016,2013/2014,Ratio,Percent Of P1 Children,77.15,All,Epidemiological - Healthy Weight
S08000026,2014/2015,Ratio,Percent Of P1 Children,69.18,Male,Epidemiological - Healthy Weight
S08000026,2008/2009,Ratio,Percent Of P1 Children,76.03,Male,Epidemiological - Healthy Weight
S08000022,2017/2018,Ratio,Percent Of P1 Children,74.89,All,Epidemiological - Healthy Weight
S08000015,2017/2018,Ratio,Percent Of P1 Children,76.44,All,Epidemiological - Healthy Weight
S92000003,2007/2008,Ratio,Percent Of P1 Children,76.15,Male,Epidemiological - Healthy Weight
S92000003,2008/2009,Ratio,Percent Of P1 Children,76.29,Male,Epidemiological - Healthy Weight
S08000019,2008/2009,Ratio,Percent Of P1 Children,78.38,All,Epidemiological - Healthy Weight
S08000017,2012/2013,Ratio,Percent Of P1 Children,75.95,Male,Epidemiological - Healthy Weight
S08000017,2011/2012,Ratio,Percent Of P1 Children,74.67,Male,Epidemiological - Healthy Weight
S08000025,2015/2016,Ratio,Percent Of P1 Children,73.81,All,Epidemiological - Healthy Weight
S08000017,2008/2009,Ratio,Percent Of P1 Children,75.57,Male,Epidemiological - Healthy Weight
S08000017,2010/2011,Ratio,Percent Of P1 Children,74,Male,Epidemiological - Healthy Weight
S08000017,2009/2010,Ratio,Percent Of P1 Children,72.09,Male,Epidemiological - Healthy Weight
S08000016,2017/2018,Ratio,Percent Of P1 Children,77.76,All,Epidemiological - Healthy Weight
S08000028,2012/2013,Ratio,Percent Of P1 Children,70.5,Male,Epidemiological - Healthy Weight
S08000028,2011/2012,Ratio,Percent Of P1 Children,81.16,Male,Epidemiological - Healthy Weight
S08000017,2007/2008,Ratio,Percent Of P1 Children,73.8,Male,Epidemiological - Healthy Weight
S08000028,2015/2016,Ratio,Percent Of P1 Children,82.06,All,Epidemiological - Healthy Weight
S08000028,2013/2014,Ratio,Percent Of P1 Children,73.24,Male,Epidemiological - Healthy Weight
S08000022,2008/2009,Ratio,Percent Of P1 Children,73.86,All,Epidemiological - Healthy Weight
S08000032,2006/2007,Ratio,Percent Of P1 Children,77.21,All,Epidemiological - Healthy Weight
S08000030,2016/2017,Ratio,Percent Of P1 Children,73.58,Male,Epidemiological - Healthy Weight
S08000020,2015/2016,Ratio,Percent Of P1 Children,75.94,All,Epidemiological - Healthy Weight
S08000029,2004/2005,Ratio,Percent Of P1 Children,74.51,All,Epidemiological - Healthy Weight
S08000025,2016/2017,Ratio,Percent Of P1 Children,70.21,Male,Epidemiological - Healthy Weight
S08000024,2005/2006,Ratio,Percent Of P1 Children,73.96,Male,Epidemiological - Healthy Weight
S08000016,2014/2015,Ratio,Percent Of P1 Children,78.29,All,Epidemiological - Healthy Weight
S08000029,2001/2002,Ratio,Percent Of P1 Children,75.41,All,Epidemiological - Healthy Weight
S08000016,2005/2006,Ratio,Percent Of P1 Children,76.5,Male,Epidemiological - Healthy Weight
S08000017,2016/2017,Ratio,Percent Of P1 Children,69.88,Male,Epidemiological - Healthy Weight
S08000029,2003/2004,Ratio,Percent Of P1 Children,74.92,All,Epidemiological - Healthy Weight
S08000022,2015/2016,Ratio,Percent Of P1 Children,76.12,All,Epidemiological - Healthy Weight
S08000019,2016/2017,Ratio,Percent Of P1 Children,77.45,Male,Epidemiological - Healthy Weight
S08000016,2015/2016,Ratio,Percent Of P1 Children,78.64,All,Epidemiological - Healthy Weight
S08000024,2016/2017,Ratio,Percent Of P1 Children,75.53,Male,Epidemiological - Healthy Weight
S08000028,2016/2017,Ratio,Percent Of P1 Children,79.7,Male,Epidemiological - Healthy Weight
S92000003,2014/2015,Ratio,Percent Of P1 Children,77.06,All,Epidemiological - Healthy Weight
S08000026,2010/2011,Ratio,Percent Of P1 Children,74.8,Male,Epidemiological - Healthy Weight
S08000026,2009/2010,Ratio,Percent Of P1 Children,76.12,Male,Epidemiological - Healthy Weight
S08000026,2011/2012,Ratio,Percent Of P1 Children,75.61,Male,Epidemiological - Healthy Weight
S08000019,2009/2010,Ratio,Percent Of P1 Children,77.22,All,Epidemiological - Healthy Weight
S08000017,2013/2014,Ratio,Percent Of P1 Children,71.38,Male,Epidemiological - Healthy Weight
S08000029,2017/2018,Ratio,Percent Of P1 Children,76.5,All,Epidemiological - Healthy Weight
S08000017,2014/2015,Ratio,Percent Of P1 Children,71.66,Male,Epidemiological - Healthy Weight
S08000029,2002/2003,Ratio,Percent Of P1 Children,74.81,All,Epidemiological - Healthy Weight
S08000020,2017/2018,Ratio,Percent Of P1 Children,76.45,All,Epidemiological - Healthy Weight
S08000016,2006/2007,Ratio,Percent Of P1 Children,75.73,Male,Epidemiological - Healthy Weight
S08000026,2016/2017,Ratio,Percent Of P1 Children,68.8,Male,Epidemiological - Healthy Weight
S08000015,2015/2016,Ratio,Percent Of P1 Children,74.4,All,Epidemiological - Healthy Weight
S08000025,2017/2018,Ratio,Percent Of P1 Children,75.41,All,Epidemiological - Healthy Weight
S92000003,2016/2017,Ratio,Percent Of P1 Children,75.58,Male,Epidemiological - Healthy Weight
S08000019,2014/2015,Ratio,Percent Of P1 Children,78.46,All,Epidemiological - Healthy Weight
S08000020,2017/2018,Ratio,Percent Of P1 Children,76.78,Male,Epidemiological - Healthy Weight
S08000022,2017/2018,Ratio,Percent Of P1 Children,74.81,Male,Epidemiological - Healthy Weight
S08000029,2017/2018,Ratio,Percent Of P1 Children,75.51,Male,Epidemiological - Healthy Weight
S08000032,2016/2017,Ratio,Percent Of P1 Children,76.8,Male,Epidemiological - Healthy Weight
S08000026,2010/2011,Ratio,Percent Of P1 Children,77.08,All,Epidemiological - Healthy Weight
S08000015,2014/2015,Ratio,Percent Of P1 Children,75.59,All,Epidemiological - Healthy Weight
S08000025,2017/2018,Ratio,Percent Of P1 Children,74.29,Male,Epidemiological - Healthy Weight
S08000026,2009/2010,Ratio,Percent Of P1 Children,76.37,All,Epidemiological - Healthy Weight
S08000016,2007/2008,Ratio,Percent Of P1 Children,79.65,All,Epidemiological - Healthy Weight
S08000024,2001/2002,Ratio,Percent Of P1 Children,72.76,Male,Epidemiological - Healthy Weight
S92000003,2017/2018,Ratio,Percent Of P1 Children,76.43,All,Epidemiological - Healthy Weight
S92000003,2004/2005,Ratio,Percent Of P1 Children,75.52,All,Epidemiological - Healthy Weight
S08000028,2013/2014,Ratio,Percent Of P1 Children,73.23,All,Epidemiological - Healthy Weight
S08000028,2018/2019,Ratio,Percent Of P1 Children,71.36,All,Epidemiological - Healthy Weight
S08000030,2018/2019,Ratio,Percent Of P1 Children,76.79,All,Epidemiological - Healthy Weight
S08000016,2003/2004,Ratio,Percent Of P1 Children,75.76,Male,Epidemiological - Healthy Weight
S08000016,2004/2005,Ratio,Percent Of P1 Children,72.06,Male,Epidemiological - Healthy Weight
S08000028,2009/2010,Ratio,Percent Of P1 Children,73.06,All,Epidemiological - Healthy Weight
S08000024,2018/2019,Ratio,Percent Of P1 Children,77.94,All,Epidemiological - Healthy Weight
S08000032,2005/2006,Ratio,Percent Of P1 Children,75.35,Male,Epidemiological - Healthy Weight
S08000032,2013/2014,Ratio,Percent Of P1 Children,78.78,Male,Epidemiological - Healthy Weight
S92000003,2003/2004,Ratio,Percent Of P1 Children,75.36,All,Epidemiological - Healthy Weight
S08000032,2015/2016,Ratio,Percent Of P1 Children,75.44,Male,Epidemiological - Healthy Weight
S08000032,2014/2015,Ratio,Percent Of P1 Children,77.39,Male,Epidemiological - Healthy Weight
S08000019,2018/2019,Ratio,Percent Of P1 Children,77,All,Epidemiological - Healthy Weight
S08000032,2004/2005,Ratio,Percent Of P1 Children,76.09,All,Epidemiological - Healthy Weight
S08000031,2013/2014,Ratio,Percent Of P1 Children,77.17,Male,Epidemiological - Healthy Weight
S08000031,2017/2018,Ratio,Percent Of P1 Children,77.53,All,Epidemiological - Healthy Weight
S08000031,2011/2012,Ratio,Percent Of P1 Children,76.79,Male,Epidemiological - Healthy Weight
S92000003,2001/2002,Ratio,Percent Of P1 Children,75.87,All,Epidemiological - Healthy Weight
S08000031,2009/2010,Ratio,Percent Of P1 Children,77.82,Male,Epidemiological - Healthy Weight
S08000032,2001/2002,Ratio,Percent Of P1 Children,76.8,All,Epidemiological - Healthy Weight
S08000015,2018/2019,Ratio,Percent Of P1 Children,75.4,All,Epidemiological - Healthy Weight
S08000015,2011/2012,Ratio,Percent Of P1 Children,74.13,All,Epidemiological - Healthy Weight
S08000029,2006/2007,Ratio,Percent Of P1 Children,72.91,Male,Epidemiological - Healthy Weight
S08000032,2017/2018,Ratio,Percent Of P1 Children,76.5,All,Epidemiological - Healthy Weight
S08000031,2012/2013,Ratio,Percent Of P1 Children,77.59,Male,Epidemiological - Healthy Weight
S08000030,2005/2006,Ratio,Percent Of P1 Children,74.05,Male,Epidemiological - Healthy Weight
S08000017,2017/2018,Ratio,Percent Of P1 Children,74.83,All,Epidemiological - Healthy Weight
S08000029,2001/2002,Ratio,Percent Of P1 Children,73.72,Male,Epidemiological - Healthy Weight
S08000029,2004/2005,Ratio,Percent Of P1 Children,72.66,Male,Epidemiological - Healthy Weight
S08000029,2002/2003,Ratio,Percent Of P1 Children,73.73,Male,Epidemiological - Healthy Weight
S08000026,2017/2018,Ratio,Percent Of P1 Children,74.73,All,Epidemiological - Healthy Weight
S08000016,2017/2018,Ratio,Percent Of P1 Children,77.56,Male,Epidemiological - Healthy Weight
S08000031,2010/2011,Ratio,Percent Of P1 Children,78.75,Male,Epidemiological - Healthy Weight
S08000029,2003/2004,Ratio,Percent Of P1 Children,74.6,Male,Epidemiological - Healthy Weight
S08000019,2013/2014,Ratio,Percent Of P1 Children,75.97,All,Epidemiological - Healthy Weight
S92000003,2002/2003,Ratio,Percent Of P1 Children,75.59,All,Epidemiological - Healthy Weight
S08000026,2012/2013,Ratio,Percent Of P1 Children,78.88,All,Epidemiological - Healthy Weight
S08000026,2011/2012,Ratio,Percent Of P1 Children,74.54,All,Epidemiological - Healthy Weight
S08000017,2010/2011,Ratio,Percent Of P1 Children,75.52,All,Epidemiological - Healthy Weight
S08000015,2013/2014,Ratio,Percent Of P1 Children,68.89,Male,Epidemiological - Healthy Weight
